position,title,placeId,dataId,thumbnail,phone,address,website,workingHours,rating,reviews,type,gpsCoordinates,serviceOptions,description,longitude,latitude,area
8,Kuhn's Market,ChIJH5R7IQX3NIgRALFobKDOe4s,0x8834f705217b941f:0x8b7bcea06c68b100,https://lh5.googleusercontent.com/p/AF1QipMbF_4VlFK1ZWM3NV-QDxz5sY0BoPJOPi1p8gOD=w122-h92-k-no,(412) 343-8777,"3125 Banksville Rd, Pittsburgh, PA 15216",http://www.kuhnsmarket.com/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–12\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–12\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–12\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–12\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–12\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–12\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–12\u202fAM', 'date': '2023-10-18'}]}",4.1,1786.0,Supermarket,"{'latitude': 40.399876, 'longitude': -80.0433974}","['Curbside pickup', 'Delivery', 'In-store pickup', 'In-store shopping']","Grocery store with a bakery & deli. Supermarket offering meat, produce & other standard grocery items, plus a bakery & deli.",-80.0433974,40.399876,Brookline
9,Deluca's Bakery Bread Co.,ChIJK1qc1zr3NIgRiY0PaGx59Ys,0x8834f73ad79c5a2b:0x8bf5796c680f8d89,https://lh5.googleusercontent.com/p/AF1QipN863Z3jZQ4BXU_2OIt3Xz0GvxmFnlkRLbzrGgp=w122-h92-k-no,(412) 531-1942,"546 Brookline Blvd, Pittsburgh, PA 15226",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–5\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–5\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–4\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11:30\u202fAM–5\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–5\u202fPM', 'date': '2023-10-18'}]}",4.3,141.0,Bakery,"{'latitude': 40.3952421, 'longitude': -80.0225909}","['In-store shopping', 'Takeout', 'Delivery', 'Dine-in']",,-80.0225909,40.3952421,Brookline
10,Nepal Supermarket,ChIJt4S0iXbxNIgRvktpm27Hjx8,0x8834f17689b484b7:0x1f8fc76e9b694bbe,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EGvX_oPAi9-_nREBR8nSeg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=195.01683&pitch=0&thumbfov=100,,"2790 Saw Mill Run Blvd, Pittsburgh, PA 15227",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '9\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '9\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",,,Grocery store,"{'latitude': 40.377679, 'longitude': -79.9887751}",['In-store shopping'],,-79.9887751,40.377679,Brookline
11,Baraka International Market inc.,ChIJ6y9094XxNIgRBe8u27QUwuk,0x8834f185f7742feb:0xe9c214b4db2eef05,https://lh5.googleusercontent.com/p/AF1QipOwR2doqa2u9SH66clyjdDWJm8tsgpGibE7hwCZ=w122-h92-k-no,(412) 505-3488,"2740 Saw Mill Run Blvd, Pittsburgh, PA 15227",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9:30\u202fAM–7:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9:30\u202fAM–7:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9:30\u202fAM–7:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '9:30\u202fAM–7:30\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '9:30\u202fAM–7:30\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9:30\u202fAM–6\u202fPM', 'date': '2023-10-18'}]}",4.3,28.0,Grocery store,"{'latitude': 40.378280499999995, 'longitude': -79.9915436}",['Identifies as Black-owned'],,-79.9915436,40.378280499999995,Brookline
12,SHOP ‘n SAVE,ChIJTYKYWUvxNIgRgTBQ97F4VQY,0x8834f14b5998824d:0x65578b1f7503081,https://lh5.googleusercontent.com/p/AF1QipM2rsJqJk8cruspZkDYVzOSalXek7-vEkoZ3MJa=w80-h106-k-no,(412) 431-1566,"125 Virginia Ave, Pittsburgh, PA 15211",https://www.shopnsavefood.com/StoreLocator/Store/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.0,749.0,Grocery store,"{'latitude': 40.4295796, 'longitude': -80.0079019}","['In-store pickup', 'In-store shopping', 'Delivery']","Consumer goods at discount prices. Bargain retail chain selling a range of household goods, groceries & health & beauty products.",-80.0079019,40.4295796,Brookline
13,Pitaland,ChIJS5rmxDr3NIgRUf_lWo0F_AU,0x8834f73ac4e69a4b:0x5fc058d5ae5ff51,https://lh5.googleusercontent.com/p/AF1QipPyAKXPgmZK2d7iFa1L_oWDic2vkonPY8446rCD=w122-h92-k-no,(412) 531-5040,"620 Brookline Blvd, Pittsburgh, PA 15226",http://pitaland.com/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–4\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-18'}]}",4.8,1358.0,Bakery,"{'latitude': 40.394856499999996, 'longitude': -80.0221186}","['Delivery', 'In-store pickup', 'In-store shopping', 'Takeout', 'Dine-in']",,-80.0221186,40.394856499999996,Brookline
14,CVS,ChIJgRw3zCT3NIgRreXJwiX5veA,0x8834f724cc371c81:0xe0bdf925c2c9e5ad,https://lh5.googleusercontent.com/p/AF1QipMNM7WS4yLZAWFbAiQfAXrYaKTcg7r1pmxh1YaH=w122-h92-k-no,(412) 531-2190,"500 Brookline Blvd, Pittsburgh, PA 15226",https://www.cvs.com/store-locator/pittsburgh-pa-pharmacies/510-brookline-blvd-pittsburgh-pa-15226/storeid=3189,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-18'}]}",3.2,60.0,Drug store,"{'latitude': 40.3957037, 'longitude': -80.0234938}","['Has online care', 'Delivery', 'In-store pickup', 'In-store shopping']","Beauty supplies & home health items. Drugstore chain selling a variety of beauty & health products, plus some grocery & household items.",-80.0234938,40.3957037,Brookline
15,944 Brookline Blvd,ChIJr6pqSwT3NIgROGK1k7m-8kE,0x8834f7044b6aaaaf:0x41f2beb993b56238,https://lh5.googleusercontent.com/p/AF1QipPwV7BI763Nl8L_gLINnD4dXRMmy3USbOSAS5Kw=w80-h106-k-no,(412) 343-2012,"944 Brookline Blvd, Pittsburgh, PA 15226",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9:30\u202fAM–7:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9:30\u202fAM–7:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9:30\u202fAM–7:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9:30\u202fAM–7:30\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '9:30\u202fAM–7:30\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '9:30\u202fAM–7:30\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9:30\u202fAM–7:30\u202fPM', 'date': '2023-10-18'}]}",5.0,2.0,Grocery store,"{'latitude': 40.392061399999996, 'longitude': -80.01797599999999}",,,-80.01797599999999,40.392061399999996,Brookline
16,Brookline Deli,ChIJkQrOjjD3NIgRDb1bWY4suq8,0x8834f7308ece0a91:0xafba2c8e595bbd0d,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1pSpWc9ybBaV9jkg2wn-rw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=243.2407&pitch=0&thumbfov=100,(412) 572-3182,"908 Brookline Blvd, Pittsburgh, PA 15226",undefined,"{'timezone': 'America/New_York', 'days': []}",4.0,1.0,Grocery store,"{'latitude': 40.3926927, 'longitude': -80.0189789}",,,-80.0189789,40.3926927,Brookline
1,SHOP 'n SAVE,ChIJHyhKm_byNIgRSpkXoYPdGUk,0x8834f2f69b4a281f:0x4919dd83a117994a,https://lh5.googleusercontent.com/p/AF1QipMurF23Cc2at4jIL4gHxVjl-yG6RVqgwEHiduyW=w122-h92-k-no,(412) 784-8701,"450 56th St, Pittsburgh, PA 15201",https://www.shopnsavefood.com/StoreLocator/Store/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",3.7,750.0,Grocery store,"{'latitude': 40.483254599999995, 'longitude': -79.94845389999999}",['In-store shopping'],"Consumer goods at discount prices. Bargain retail chain selling a range of household goods, groceries & health & beauty products.",-79.94845389999999,40.483254599999995,Lawrenceville
2,Salonika Imports,ChIJyTyxT7TzNIgRnMNKpyk-XEM,0x8834f3b44fb13cc9:0x435c3e29a74ac39c,https://lh5.googleusercontent.com/p/AF1QipNZqroiDebK_j7HuewnGp7I9_OaHKSO1KXj6QDQ=w122-h92-k-no,(800) 794-2256,"3509 Smallman St, Pittsburgh, PA 15201",http://www.salonika.net/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9\u202fAM–2\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-18'}]}",4.8,63.0,Gourmet grocery store,"{'latitude': 40.4647526, 'longitude': -79.96782309999999}","['Curbside pickup', 'No-contact delivery', 'Delivery', 'In-store pickup', 'In-store shopping', 'Same-day delivery']",,-79.96782309999999,40.4647526,Lawrenceville
3,Bloomfield Community Market,ChIJSW9ZdrnzNIgRj9BwbOPANKs,0x8834f3b976596f49:0xab34c0e36c70d08f,https://lh5.googleusercontent.com/p/AF1QipOPIZUm88Rv4iidhQ8VTrey0vnFbIlLzOQlItjU=w163-h92-k-no,(412) 621-2511,"4401 Liberty Ave, Pittsburgh, PA 15224",https://communitysupermarket.com/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",3.8,258.0,Grocery store,"{'latitude': 40.46411, 'longitude': -79.9524806}","['In-store shopping', 'Delivery']",,-79.9524806,40.46411,Lawrenceville
4,Lawrenceville Market House,ChIJ5YiScLDzNIgRvJZB7KdJLOs,0x8834f3b0709288e5:0xeb2c49a7ec4196bc,https://lh5.googleusercontent.com/p/AF1QipPpZYdQ1SXwXQGdApNQtcZLtzcHpbLAnRi5W3kE=w117-h92-k-no,,"4112 Butler St, Pittsburgh, PA 15201",https://lvmarkethouse.com/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7:30\u202fAM–7\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7:30\u202fAM–7\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–5\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7:30\u202fAM–7\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7:30\u202fAM–7\u202fPM', 'date': '2023-10-18'}]}",4.4,48.0,Market,"{'latitude': 40.4698584, 'longitude': -79.9606885}",['In-store shopping'],,-79.9606885,40.4698584,Lawrenceville
5,Quick Stop,ChIJSRt-gLXzNIgRKjLVhbiSwjU,0x8834f3b5807e1b49:0x35c292b885d5322a,https://lh5.googleusercontent.com/p/AF1QipM4BbBkFh5z8ru-0U3XMJdfIHKFrdx2QkQ89-sb=w80-h106-k-no,(412) 621-5315,"3349 Liberty Ave, Pittsburgh, PA 15201",http://cbsloc.al/1qsK9en,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '5:30\u202fAM–11\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '5:30\u202fAM–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '5:30\u202fAM–11\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '5:30\u202fAM–11\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '5:30\u202fAM–11\u202fPM', 'date': '2023-10-18'}]}",3.4,18.0,Grocery store,"{'latitude': 40.461861299999995, 'longitude': -79.9665223}","['In-store shopping', 'Delivery']",,-79.9665223,40.461861299999995,Lawrenceville
6,Harvie,ChIJr2zAWVXzNIgRfUXEuOwvNoE,0x8834f35559c06caf:0x81362fecb8c4457d,https://lh5.googleusercontent.com/p/AF1QipNGoaAVkiaEDs9jEwHhmvYhOIBeb9-gb8nijfJU=w138-h92-k-no,,"150 54th St, Pittsburgh, PA 15201",https://eatharvie.com/,"{'timezone': 'America/New_York', 'days': []}",4.8,324.0,Grocery store,"{'latitude': 40.4832131, 'longitude': -79.9523643}","['No-contact delivery', 'Delivery']",,-79.9523643,40.4832131,Lawrenceville
7,Crossroads Food Mart,ChIJFT_vf7XzNIgRMcDYP-fP-Ow,0x8834f3b57fef3f15:0xecf8cfe73fd8c031,https://lh5.googleusercontent.com/p/AF1QipOE8bbNGElsKrtVhzNqtMnO31skJeFfTJ_vf3KC=w80-h106-k-no,(412) 621-5315,"3349 Liberty Ave, Pittsburgh, PA 15201",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '5:30\u202fAM–11\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '5:30\u202fAM–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '5:30\u202fAM–11\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '5:30\u202fAM–11\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '5:30\u202fAM–11\u202fPM', 'date': '2023-10-18'}]}",5.0,2.0,Convenience store,"{'latitude': 40.4618326, 'longitude': -79.96652259999999}","['In-store shopping', 'Delivery']",,-79.96652259999999,40.4618326,Lawrenceville
8,Lawrenceville Farmers Market,ChIJaSEqiEzyNIgROT0ziaYJEyU,0x8834f24c882a2169:0x251309a689333d39,https://lh5.googleusercontent.com/p/AF1QipP9hMMJ5sszZc4FPASithHzBJ8JTgmZkNRAfHbk=w138-h92-k-no,(412) 802-7220,"115 41st St, Pittsburgh, PA 15201",http://www.lunited.org/lawrenceville-farmers-market/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': 'Closed', 'date': '2023-10-12'}, {'day': 'Friday', 'time': 'Closed', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': 'Closed', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '3–7\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': 'Closed', 'date': '2023-10-18'}]}",4.9,60.0,Farmers' market,"{'latitude': 40.4714793, 'longitude': -79.9638593}",['In-store shopping'],,-79.9638593,40.4714793,Lawrenceville
9,ALDI,ChIJRe1uJ2ryNIgRBggOzYdROvs,0x8834f26a276eed45:0xfb3a5187cd0e0806,https://lh5.googleusercontent.com/p/AF1QipPJ7FvX6JWkNGEnXk9Dc7aboW4eKn2osnj-NdBt=w122-h92-k-no,(855) 955-2534,"5200 Penn Ave, Pittsburgh, PA 15224",https://stores.aldi.us/pa/pittsburgh/5200-penn-avenue,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '9\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '9\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.5,1395.0,Supermarket,"{'latitude': 40.464367599999996, 'longitude': -79.9393927}","['Curbside pickup', 'No-contact delivery', 'Delivery', 'In-store shopping']","Grocery store chain. Retail chain selling a range of grocery items, meat & dairy.",-79.9393927,40.464367599999996,Lawrenceville
10,Linea Verde Green Market,ChIJh5-cqkfyNIgR0Oikxdv6q_g,0x8834f247aa9c9f87:0xf8abfadbc5a4e8d0,https://lh5.googleusercontent.com/p/AF1QipPZXBc8nkmQDIz9fJu5ypVHkGbSrIuIwbYS5Q0E=w80-h106-k-no,(412) 687-0400,"4619 Liberty Ave, Pittsburgh, PA 15224",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9\u202fAM–7\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9\u202fAM–7\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–7\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9\u202fAM–2\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '9\u202fAM–7\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '9\u202fAM–7\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9\u202fAM–7\u202fPM', 'date': '2023-10-18'}]}",4.9,75.0,Grocery store,"{'latitude': 40.4624386, 'longitude': -79.9501913}","['In-store shopping', 'Delivery']",,-79.9501913,40.4624386,Lawrenceville
11,Family Dollar,ChIJt-63CsrzNIgRPR7X06deZLM,0x8834f3ca0ab7eeb7:0xb3645ea7d3d71e3d,https://lh5.googleusercontent.com/p/AF1QipPDATbkcXIg11muaShI_TXh6n7dqYm7PK1MvUjm=w122-h92-k-no,(412) 395-5141,"3300 Penn Ave, Pittsburgh, PA 15201",https://www.familydollar.com/locations/pa/pittsburgh/31119/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",3.8,129.0,Dollar store,"{'latitude': 40.4616264, 'longitude': -79.96831019999999}","['In-store shopping', 'Delivery']","Bargain retailer for household goods. Discount chain carrying a variety of goods, including groceries, household items & beauty products.",-79.96831019999999,40.4616264,Lawrenceville
12,Trader Joe's,ChIJ1zoyg4rtNIgRSxPRbL-pIKM,0x8834ed8a83323ad7:0xa320a9bf6cd1134b,https://lh5.googleusercontent.com/p/AF1QipOth3tLUaiAOeXfFx0npPGDb1bH7byZz59YHusZ=w163-h92-k-no,(412) 363-5748,"6343 Penn Ave, Pittsburgh, PA 15206",https://locations.traderjoes.com/pa/pittsburgh/638/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.6,2748.0,Grocery store,"{'latitude': 40.4592363, 'longitude': -79.9191827}","['In-store shopping', 'Same-day delivery']","Specialty grocer with housebrand items. Grocery chain with a variety of signature items, plus produce, dairy & more (most sell wine & beer).",-79.9191827,40.4592363,Lawrenceville
13,Many More Asian Market,ChIJgX5HVMjzNIgRbOZX3IGiepE,0x8834f3c854477e81:0x917aa281dc57e66c,https://lh5.googleusercontent.com/p/AF1QipMm16o2NwWhakTlv1R-EnE1U-IYeus39HpyYt9L=w80-h106-k-no,(412) 471-0900,"3050 Smallman St, Pittsburgh, PA 15201",https://www.facebook.com/manymoreasianmarket/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9\u202fAM–6:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9\u202fAM–7\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9\u202fAM–7\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9\u202fAM–7\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '9\u202fAM–6:30\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '9\u202fAM–6:30\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9\u202fAM–6:30\u202fPM', 'date': '2023-10-18'}]}",4.4,618.0,Asian grocery store,"{'latitude': 40.4599058, 'longitude': -79.97258529999999}","['In-store shopping', 'Delivery']",,-79.97258529999999,40.4599058,Lawrenceville
14,Shursave IGA,ChIJC3UCKUbyNIgRkUpADXjGZwA,0x8834f2462902750b:0x67c6780d404a91,https://lh5.googleusercontent.com/p/AF1QipOUQA0Hpca_ZrIl-oWaTrCSt6JvjZDrw4qYvt6X=w122-h92-k-no,(412) 621-2511,"4401 Liberty Ave, Pittsburgh, PA 15224",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-18'}]}",3.9,550.0,Grocery store,"{'latitude': 40.464112899999996, 'longitude': -79.9525051}",['In-store shopping'],,-79.9525051,40.464112899999996,Lawrenceville
